0.335751	1.000000	3.500796
0.426863	1.000000	3.743365
0.395746	1.000000	3.622905
0.694221	1.000000	4.310796
0.272760	1.000000	3.583357
0.503495	1.000000	3.901852
0.067119	1.000000	3.233521
0.038326	1.000000	3.105266
0.599122	1.000000	3.865544
0.947054	1.000000	4.628625
0.671279	1.000000	4.231213
0.434811	1.000000	3.791149
0.509381	1.000000	3.968271
0.749442	1.000000	4.253910
0.058014	1.000000	3.194710
0.482978	1.000000	3.996503
0.466776	1.000000	3.904358
0.357767	1.000000	3.503976
0.949123	1.000000	4.557545
0.417320	1.000000	3.699876
0.920461	1.000000	4.613614
0.156433	1.000000	3.140401
0.656662	1.000000	4.206717
0.616418	1.000000	3.969524
0.853428	1.000000	4.476096
0.133295	1.000000	3.136528
0.693007	1.000000	4.279071
0.178449	1.000000	3.200603
0.199526	1.000000	3.299012
0.073224	1.000000	3.209873
0.286515	1.000000	3.632942
0.182026	1.000000	3.248361
0.621523	1.000000	3.995783
0.344584	1.000000	3.563262
0.398556	1.000000	3.649712
0.480369	1.000000	3.951845
0.153350	1.000000	3.145031
0.171846	1.000000	3.181577
0.867082	1.000000	4.637087
0.223855	1.000000	3.404964
0.528301	1.000000	3.873188
0.890192	1.000000	4.633648
0.106352	1.000000	3.154768
0.917886	1.000000	4.623637
0.014855	1.000000	3.078132
0.567682	1.000000	3.913596
0.068854	1.000000	3.221817
0.603535	1.000000	3.938071
0.532050	1.000000	3.880822
0.651362	1.000000	4.176436
0.901225	1.000000	4.648161
0.204337	1.000000	3.332312
0.696081	1.000000	4.240614
0.963924	1.000000	4.532224
0.981390	1.000000	4.557105
0.987911	1.000000	4.610072
0.990947	1.000000	4.636569
0.736021	1.000000	4.229813
0.253574	1.000000	3.500860
0.674722	1.000000	4.245514
0.939368	1.000000	4.605182
0.235419	1.000000	3.454340
0.110521	1.000000	3.180775
0.218023	1.000000	3.380820
0.869778	1.000000	4.565020
0.196830	1.000000	3.279973
0.958178	1.000000	4.554241
0.972673	1.000000	4.633520
0.745797	1.000000	4.281037
0.445674	1.000000	3.844426
0.470557	1.000000	3.891601
0.549236	1.000000	3.849728
0.335691	1.000000	3.492215
0.884739	1.000000	4.592374
0.918916	1.000000	4.632025
0.441815	1.000000	3.756750
0.116598	1.000000	3.133555
0.359274	1.000000	3.567919
0.814811	1.000000	4.363382
0.387125	1.000000	3.560165
0.982243	1.000000	4.564305
0.780880	1.000000	4.215055
0.652565	1.000000	4.174999
0.870030	1.000000	4.586640
0.604755	1.000000	3.960008
0.255212	1.000000	3.529963
0.730546	1.000000	4.213412
0.493829	1.000000	3.908685
0.257017	1.000000	3.585821
0.833735	1.000000	4.374394
0.070095	1.000000	3.213817
0.527070	1.000000	3.952681
0.116163	1.000000	3.129283
